timestamp,t_capture,t_preprocess,t_decision,t_total
1759904091.5358398,0.009371699999974226,0.0003209999995306134,0.30950750000010885,0.3192001999996137
1759904091.9545333,0.006599399999686284,0.00020570000015140977,0.410440199999357,0.4172452999991947
1759904092.274048,0.008898399999452522,0.00016200000027311035,0.3091010999996797,0.31816149999940535
1759904092.6951952,0.009228899998561246,0.000180200000613695,0.4110882999993919,0.42049739999856683
1759904093.109977,0.004582600000503589,0.0001584999990882352,0.4094009000000369,0.41414199999962875
1759904093.324013,0.006488000000899774,0.00018829999862646218,0.20668380000097386,0.2133601000005001
1759904093.741619,0.00730689999909373,0.00015220000022964086,0.409331499999098,0.4167905999984214
1759904094.1597521,0.006545899999764515,0.0001472000003559515,0.4105287000002136,0.41722180000033404
1759904094.5775368,0.004994900000383495,0.00014770000052521937,0.41141830000015034,0.41656090000105905
1759904094.9924765,0.0035785000000032596,0.00016870000035851263,0.4102266999998392,0.41397390000020096
1759904095.1038423,0.005351699999664561,0.00015549999989161734,0.10500739999952202,0.1105145999990782
1759904095.524021,0.008769000000029337,0.0001573999998072395,0.41066870000031486,0.41959510000015143
1759904096.0468001,0.009199300000545918,0.00015010000061010942,0.5127519999987271,0.5221013999998831
1759904096.4664903,0.009303799999543116,0.0001599000006535789,0.40953559999979916,0.41899929999999586
1759904096.782399,0.006734299999152427,0.0001678000007814262,0.3083688999995502,0.31527099999948405
1759904097.305099,0.00958119999995688,0.00015080000048328657,0.5121235000005981,0.5218555000010383
1759904097.6199112,0.005241500000920496,0.0002356000004510861,0.30857509999987087,0.31405220000124245
1759904098.0756297,0.00560100000075181,0.0001596000001882203,0.4493206999995891,0.45508130000052915
1759904098.7136881,0.017871899999590823,0.00027829999999084976,0.6166439999997237,0.6347941999993054
1759904099.1341496,0.009234000001015374,0.00015080000048328657,0.41042279999965103,0.4198076000011497
1759904099.4633193,0.009229599998434423,0.00020030000086990185,0.31908710000061546,0.3285169999999198
1759904099.8834572,0.00969749999967462,0.00015250000069499947,0.4096107999994274,0.419460799999797
1759904100.3023403,0.006995199999437318,0.00026529999922786374,0.41077970000151254,0.4180402000001777
1759904100.6198413,0.007927000000563567,0.00023049999981594738,0.30863789999966684,0.31679540000004636
1759904100.7320998,0.005867500000022119,0.00015419999908772297,0.10559470000043802,0.11161639999954787
1759904101.1562583,0.011293100000330014,0.0003304999991087243,0.4113996000014595,0.4230232000008982
1759904101.4731967,0.008108099998935359,0.00017780000052880496,0.3079863999992085,0.3162722999986727
1759904101.8874378,0.003224100000807084,0.00014759999976377003,0.4101905000006809,0.41356220000125177
1759904102.3043895,0.005478500001117936,0.0001847000003181165,0.41018069999881845,0.4158439000002545
1759904102.625922,0.004766699999890989,0.0001616000008652918,0.31540399999903457,0.32033229999979085
1759904102.644767,0.014383300000190502,0.00039059999835444614,0.00014660000124422368,0.014920499999789172
1759904102.6523142,0.007315700000617653,0.00014799999917158857,5.760000021837186e-05,0.0075213000000076136
1759904102.6667786,0.014116000000285567,0.0002488000009179814,8.119999984046444e-05,0.014446000001044013
1759904102.6753907,0.00831550000111747,0.0001888999995571794,8.22000001790002e-05,0.00858660000085365
1759904102.681366,0.005680500000380562,0.00020169999879726674,6.860000030428637e-05,0.005950799999482115
1759904102.6867142,0.005133800001203781,0.00014039999950909987,5.149999924469739e-05,0.005325699999957578
1759904102.6979153,0.010930399999779183,0.0001809999994293321,7.32000007701572e-05,0.011184599999978673
1759904102.7099042,0.011763200000132201,0.0001511999998911051,5.6000000768108293e-05,0.011970400000791415
1759904102.7143116,0.004188800001429627,0.00014589999955205712,5.62999994144775e-05,0.004391000000396161
1759904102.7232225,0.008696099999724538,0.00014460000056715216,5.330000021785963e-05,0.00889400000050955
1759904102.7275813,0.00413010000011127,0.00015390000044135377,5.8400000852998346e-05,0.004342400001405622
1759904102.7349179,0.007113700001355028,0.00015209999946819153,5.509999937203247e-05,0.007320900000195252
1759904102.7444203,0.009189699998387368,0.00020640000002458692,8.84000000951346e-05,0.00948449999850709
1759904102.7485342,0.0038156999999046093,0.00014959999862185214,5.5700000302749686e-05,0.004020999998829211
1759904102.7577379,0.008982800000012503,0.00015010000061010942,5.410000085248612e-05,0.009187000001475099
1759904102.7622354,0.004268200000296929,0.0001556999995955266,5.760000021837186e-05,0.004481500000110827
1759904102.7696548,0.007100599999830592,0.00023230000078910962,6.930000017746352e-05,0.0074022000007971656
1759904102.7791843,0.009303400000135298,0.00015159999929892365,5.8000001445179805e-05,0.009513000000879401
1759904102.7833657,0.0039586000002600485,0.00015010000061010942,5.529999907594174e-05,0.0041639999999461
1759904102.7928126,0.009222199998475844,0.00015190000158327166,5.5900000006658956e-05,0.009430000000065775
1759904102.7973564,0.004322599999795784,0.00014960000044084154,5.5700000302749686e-05,0.0045279000005393755
1759904102.8065264,0.008943499999077176,0.00015250000069499947,5.6400000175926834e-05,0.009152399999948102
1759904102.8102498,0.0035107000003335997,0.00015020000137155876,4.41999982285779e-05,0.0037050999999337364
1759904102.818027,0.007544699999925797,0.0001520000005257316,6.609999945794698e-05,0.0077627999999094754
1759904102.8284051,0.010011300000769552,0.0002611999989312608,8.850000085658394e-05,0.010361000000557397
1759904102.832427,0.0037537000007432653,0.00019119999888062011,5.5500000598840415e-05,0.004000400000222726
1759904102.8413022,0.00865209999938088,0.0001508999994257465,5.560000136028975e-05,0.008858600000166916
1759904102.8454149,0.0038671999991493067,0.00017270000171265565,5.62999994144775e-05,0.00409620000027644
1759904102.852874,0.007237199999508448,0.00014969999938330147,5.5500000598840415e-05,0.00744239999949059
1759904102.8628805,0.009769400001459871,0.00016429999959655106,5.690000034519471e-05,0.009990600001401617
1759904102.8667014,0.0035996000005980022,0.00014829999963694718,5.6000000768108293e-05,0.0038039000010030577
1759904102.876105,0.009180600000036065,0.00015180000082182232,5.3899999329587445e-05,0.009386300000187475
1759904102.8808584,0.004518099998676917,0.00016180000056920107,5.740000051446259e-05,0.00473729999976058
1759904102.8898485,0.008754899999985355,0.0001630000006116461,5.469999996421393e-05,0.008972600000561215
1759904102.893933,0.0038736999995307997,0.00014279999959398992,5.070000042906031e-05,0.00406719999955385
1759904102.9012332,0.007077599999320228,0.00015180000082182232,5.4799998906673864e-05,0.007284199999048724
1759904102.9104896,0.009032600000864477,0.00015079999866429716,5.5900000006658956e-05,0.009239299999535433
1759904102.9157825,0.005068299999038572,0.0001509000012447359,5.549999877985101e-05,0.005274699999063159
1759904102.9246225,0.008616099999926519,0.0001523000009910902,5.5500000598840415e-05,0.00882390000151645
1759904102.928939,0.003981199999543605,0.00025649999952293,6.120000034570694e-05,0.004298899999412242
1759904102.935968,0.006811499999457737,0.00014740000005986076,5.2600000344682485e-05,0.007011499999862281
1759904102.9462912,0.010083799999847542,0.00014960000044084154,7.360000017797574e-05,0.01030700000046636
1759904102.9499037,0.003391399999600253,0.00014860000010230578,5.4600001021753997e-05,0.003594600000724313
1759904102.9591422,0.009006300000692136,0.00015869999879214447,5.740000051446259e-05,0.009222399999998743
1759904102.964542,0.005162899999049841,0.00015170000006037299,6.030000076862052e-05,0.005374899999878835
1759904102.9730585,0.008293199998661294,0.00015110000094864517,5.529999907594174e-05,0.00849959999868588
1759904102.9769087,0.003644000000349479,0.00014120000014372636,4.720000106317457e-05,0.0038324000015563797
1759904102.9845326,0.007403800000247429,0.0001514999985374743,5.390000114857685e-05,0.00760919999993348
1759904102.9947224,0.009630200000174227,0.0002998999989358708,0.00012510000124166254,0.01005520000035176
1759904102.9984097,0.0034641000002011424,0.00014879999980621506,5.5500000598840415e-05,0.003668400000606198
1759904103.0081987,0.009551600000122562,0.00016479999976581894,5.599999894911889e-05,0.0097723999988375
1759904103.011979,0.0035139999999955762,0.00019520000023476314,5.549999877985101e-05,0.0037646999990101904
1759904103.0193238,0.0071266000013565645,0.00014959999862185214,5.250000140222255e-05,0.007328700001380639
1759904103.0300224,0.010316300000340561,0.0002798000004986534,8.549999984097667e-05,0.010681600000680191
1759904103.033332,0.0030815999998594634,0.00014849999934085645,5.4600001021753997e-05,0.003284700000222074
1759904103.0427783,0.00922290000016801,0.00015300000086426735,5.400000009103678e-05,0.009429900001123315
1759904103.0474384,0.004440200000317418,0.00014929999997548293,5.419999979494605e-05,0.004643700000087847
1759904103.0566008,0.008928100000048289,0.0001616000008652918,5.669999882229604e-05,0.009146399999735877
1759904103.060241,0.0034410999996907776,0.00013810000018565916,4.509999962465372e-05,0.0036242999995010905
1759904103.0680242,0.007524499998908141,0.00018989999989571515,5.5300000894931145e-05,0.007769699999698787
1759904103.0771947,0.00895219999983965,0.00014829999963694718,5.3199999456410296e-05,0.009153699998933007
1759904103.0818133,0.004398999999466469,0.00015050000001792796,5.390000114857685e-05,0.004603400000632973
1759904103.0910857,0.009033800000906922,0.00016510000023117755,5.599999894911889e-05,0.009254900000087218
1759904103.0956104,0.004116099999009748,0.00016200000027311035,0.00022990000070421956,0.004507999999987078
1759904103.1025581,0.00671169999986887,0.00016150000010384247,5.689999852620531e-05,0.0069300999984989176
1759904103.1125865,0.009747000000061234,0.0001869000006990973,7.619999996677507e-05,0.010010100000727107
1759904103.1172037,0.004394900000988855,0.00014879999980621506,5.469999996421393e-05,0.004598400000759284
1759904103.1260893,0.008664599999974598,0.00014970000120229088,5.4799998906673864e-05,0.008869100000083563
1759904103.1312628,0.0049421999992773635,0.00016119999963848386,5.430000055639539e-05,0.005157699999472243
1759904103.1401417,0.008650899999338435,0.00015610000082233455,5.6200000472017564e-05,0.008863200000632787
1759904103.1436255,0.0032802999994601123,0.00013969999963592272,4.7700001232442446e-05,0.0034677000003284775
1759904103.151642,0.007784600000377395,0.00014539999938278925,7.229999937408138e-05,0.008002299999134266
1759904103.160536,0.008652700000311597,0.00016589999904681463,5.7499999456922524e-05,0.008876099998815334
1759904103.1657772,0.004963600000337465,0.0002029999996011611,5.710000004910398e-05,0.00522369999998773
1759904103.174854,0.008856600001308834,0.00014829999963694718,5.520000013348181e-05,0.009060100001079263
1759904103.1788394,0.0037558000003627967,0.00015800000073795673,5.599999894911889e-05,0.003969800000049872
1759904103.1866207,0.007568799999717157,0.0001436000002286164,5.210000017541461e-05,0.007764500000121188
1759904103.196438,0.009541299999909825,0.00019729999985429458,6.299999949987978e-05,0.009801599999263999
1759904103.2001197,0.003463299999566516,0.0001472000003559515,5.380000038712751e-05,0.003664300000309595
1759904103.2097733,0.009427099999811617,0.0001475000008213101,5.5199998314492404e-05,0.00962979999894742
1759904103.214417,0.004416400000991416,0.00015220000022964086,5.7899998864741065e-05,0.004626500000085798
1759904103.2233098,0.008661399999255082,0.00015069999972183723,6.279999979597051e-05,0.00887489999877289
1759904103.227746,0.004073400001288974,0.00019739999879675452,0.00014820000069448724,0.0044190000007802155
1759904103.235538,0.007419699999445584,0.0002443000012135599,7.879999975557439e-05,0.007742800000414718
1759904103.2448385,0.008992200000648154,0.0002150999989680713,6.949999988137279e-05,0.009276799999497598
1759904103.2486653,0.003604599998652702,0.00014820000069448724,5.609999971056823e-05,0.0038088999990577577
1759904103.25867,0.00976259999879403,0.00015270000039890874,7.189999996626284e-05,0.009987199999159202
1759904103.262549,0.0034840999996959,0.00022870000066177454,0.00014550000014423858,0.003858300000501913
1759904103.2698503,0.0070001999993110076,0.00016279999908874743,0.00011489999997138511,0.00727789999837114
1759904103.2796168,0.009539100001347833,0.00015029999849502929,5.5900000006658956e-05,0.009745299999849522
1759904103.2837763,0.003933500000130152,0.00014259999989008065,4.9899999794433825e-05,0.004125999999814667
1759904103.300043,0.01590090000172495,0.00025019999884534627,9.900000077323057e-05,0.016250100001343526
1759904103.3096776,0.009257800000341376,0.0002610000010463409,8.70000003487803e-05,0.009605800001736498
1759904103.3196142,0.009579300000041258,0.0002447000006213784,8.610000077169389e-05,0.00991010000143433
1759904103.331035,0.011052699999709148,0.00024979999943752773,9.449999924981967e-05,0.011396999998396495
1759904103.3434625,0.012171399999715504,0.0001678000007814262,6.279999979597051e-05,0.012402000000292901
1759904103.35512,0.011365600001226994,0.00020039999981236178,7.269999878189992e-05,0.011638699999821256
1759904103.3660445,0.010675699999410426,0.00016909999976633117,5.710000004910398e-05,0.010901899999225861
1759904103.376801,0.010515899999518297,0.00016060000052675605,6.459999895014334e-05,0.010741099998995196
1759904103.380955,0.003929999998945277,0.000149200001033023,5.48999996681232e-05,0.004134099999646423
1759904103.3897998,0.008606999999756226,0.0001616000008652918,6.0599999414989725e-05,0.008829200000036508
1759904103.3936505,0.0036533000002236804,0.00013169999874662608,4.740000076708384e-05,0.0038323999997373903
1759904103.4012542,0.0073879999999917345,0.00014689999989059288,5.439999949885532e-05,0.007589299999381183
1759904103.410805,0.009199800000715186,0.00024259999918285757,9.01000003068475e-05,0.009532500000204891
1759904103.415205,0.004169699999692966,0.0001489000005676644,5.48999996681232e-05,0.004373499999928754
1759904103.4243486,0.008904899999834015,0.00016390000018873252,5.880000026081689e-05,0.009127600000283564
1759904103.4288063,0.004214900000079069,0.0001716999995551305,5.439999949885532e-05,0.004440999999133055
1759904103.4360795,0.007033100000626291,0.00015069999972183723,7.300000106624793e-05,0.007256800001414376
1759904103.4463859,0.010069199999634293,0.00015689999963797163,6.240000038815197e-05,0.010288499999660417
1759904103.4500012,0.0033922000002348796,0.00015139999959501438,5.229999987932388e-05,0.003595899999709218
1759904103.4593363,0.009093200000279467,0.0001691999987087911,5.6400000175926834e-05,0.009318799999164185
1759904103.4640462,0.004479500001252745,0.00015689999963797163,5.7199998991563916e-05,0.004693599999882281
1759904103.4731786,0.008902199999283766,0.00015689999963797163,5.610000152955763e-05,0.009115200000451296
1759904103.4771018,0.003706699999384,0.00014560000090568792,5.339999916031957e-05,0.0039056999994500075
1759904103.4846563,0.007330500000534812,0.00015270000039890874,5.599999894911889e-05,0.00753919999988284
1759904103.4940336,0.009139199999481207,0.00015829999938432593,5.580000106419902e-05,0.009353299999929732
1759904103.4989293,0.004626599999028258,0.00019579999934649095,5.690000034519471e-05,0.004879299998719944
1759904103.5081682,0.00896920000013779,0.00015869999879214447,5.760000021837186e-05,0.009185499999148306
